Founder,Investor,Match Score
Safe Superintelligence,Chris Klomp,85
Safe Superintelligence,Chris Murphy,85
Safe Superintelligence,Chris Nguyen,85
Safe Superintelligence,Chris Ovitz,85
Safe Superintelligence,"Chris Saum
",85
Safe Superintelligence,Christer Andersson,85
Safe Superintelligence,Christian Bach,85
Safe Superintelligence,Christian Reber,85
Safe Superintelligence,Christophe Cremer,85
Safe Superintelligence,Christopher Lien,85
Safe Superintelligence,"Cindy Bi
",85
Safe Superintelligence,Core91 VC,85
Safe Superintelligence,Core91 VC,85
Safe Superintelligence,Cory McKane,85
Safe Superintelligence,"Courtney Chow
",85
Safe Superintelligence,Dan Adika,85
Safe Superintelligence,Dan Goldsmith,85
Safe Superintelligence,"Daniel Gulati
",85
Safe Superintelligence,Darwish Gani,85
Safe Superintelligence,David Eckstein,85
Safe Superintelligence,David Elkington,85
Safe Superintelligence,David Emanuel,85
Safe Superintelligence,David Ko,85
Safe Superintelligence,David Schneider,85
Safe Superintelligence,"Davis Treybig
",85
Safe Superintelligence,Davy Kestens,85
Safe Superintelligence,"Deborah Chu
",85
Safe Superintelligence,"Deena Shakir
",85
Safe Superintelligence,Demetrios Christofidis,85
Safe Superintelligence,"Dhianu Das
",85
Safe Superintelligence,Didier Rousseau,85
Safe Superintelligence,"Dilek Dayinlarli
",85
Safe Superintelligence,"Dillon Ferdinandi
",85
Safe Superintelligence,dima Pukhov,85
Safe Superintelligence,Dimitar Stanimiroff,85
Safe Superintelligence,"Dmitry Firskin
",85
Safe Superintelligence,Dmitry Shurygin,85
Safe Superintelligence,Donald Brown,85
Safe Superintelligence,"Donna Harris
",85
Safe Superintelligence,Doug Scott,85
Safe Superintelligence,"Drew Volpe
",85
Safe Superintelligence,DSG Partners,85
Safe Superintelligence,"Duygu Clark
",85
Safe Superintelligence,"Ed Roman
",85
Safe Superintelligence,"Ed Sim
",85
Safe Superintelligence,"Ela Madej
",85
Safe Superintelligence,"Elad Gil
",85
Safe Superintelligence,Elizabeth Tse,85
Safe Superintelligence,Ellen Levy,85
Safe Superintelligence,Emergent Ventures,85
Safe Superintelligence,Emergent Ventures,85
Safe Superintelligence,Eric Nadalin,85
Safe Superintelligence,Eric Rea,85
Safe Superintelligence,Eric Sager,85
Safe Superintelligence,"Eric Slesinger
",85
Safe Superintelligence,"Erik de Stefanis
",85
Safe Superintelligence,Esa Makelainen,85
Safe Superintelligence,Ethan Seow,85
Safe Superintelligence,Eudemian Ventures,85
Safe Superintelligence,Evan Davidson,85
Safe Superintelligence,"Evan Moore
",85
Safe Superintelligence,Fabian Heinrich,85
Safe Superintelligence,"Farid Ahsan
",85
Safe Superintelligence,Felix Ortiz,85
Safe Superintelligence,"Finn Meeks
",85
Safe Superintelligence,"First Cheque
",85
Safe Superintelligence,Florida Funders,85
Safe Superintelligence,Francesco Lato,85
Safe Superintelligence,"Francis Sani
",85
Safe Superintelligence,Frank Kim,85
Safe Superintelligence,Frank Swain,85
Safe Superintelligence,Frederic Coulais,85
Safe Superintelligence,Frederic Halley,85
Safe Superintelligence,Gary Bury,85
Safe Superintelligence,"Gaurav Kapur
",85
Safe Superintelligence,Gaurav Munjal,85
Safe Superintelligence,"Gaurav Munjal
",85
Safe Superintelligence,"Gemba Capital
",85
Safe Superintelligence,George Arison,85
Safe Superintelligence,Geri Kirilova,85
Safe Superintelligence,Gideon Reeves,85
Safe Superintelligence,Giles Palmer,85
Safe Superintelligence,"Girish Mathrubootham
",85
Safe Superintelligence,"Gokul Rajaram
",85
Safe Superintelligence,Grant Miller,85
Safe Superintelligence,Greg Schroy,85
Safe Superintelligence,Gregory Coleman,85
Safe Superintelligence,Grigore Raileanu,85
Safe Superintelligence,Grit Ventures,85
Safe Superintelligence,Guido Morelli,85
Safe Superintelligence,Guillaume Luccisano,85
Safe Superintelligence,Guillermo Rauch,85
Safe Superintelligence,Guy Podjarny,85
Safe Superintelligence,Guy Primus,85
Safe Superintelligence,Hanwha Holdings USA,85
Safe Superintelligence,"Hari Balasubramanian
",85
Safe Superintelligence,"Harish Bahl
",85
Safe Superintelligence,Harsh Pokharna,85
Safe Superintelligence,Hart Lambur,85
Safe Superintelligence,Hatch,85
Safe Superintelligence,Henrik Torstensson,85
Safe Superintelligence,Henrique Castro,85
Safe Superintelligence,Herston Powers,85
Safe Superintelligence,"Hitesh Chawla
",85
Safe Superintelligence,Hooman Radfar,85
Safe Superintelligence,HTGF,85
Safe Superintelligence,Hunter Walk,85
Safe Superintelligence,Ian McHenry,85
Safe Superintelligence,Illia Polosukhin,85
Safe Superintelligence,Ilya Sukhar,85
Safe Superintelligence,Immad Akhund,85
Safe Superintelligence,"Incubate Fund
",85
Safe Superintelligence,"India Quotient
",85
Safe Superintelligence,Indiactor Ventures,85
Safe Superintelligence,"Indian Angel Network
",85
Safe Superintelligence,Indicator Ventures,85
Safe Superintelligence,"IPV
",85
Safe Superintelligence,"Iron Pillar
",85
Safe Superintelligence,Itai Tsiddon,85
Safe Superintelligence,Iterative Venture,85
Safe Superintelligence,Ivan Kirigin,85
Safe Superintelligence,Ivan Mazour,85
Safe Superintelligence,Jack Herrick,85
Safe Superintelligence,Jack Levin,85
Safe Superintelligence,Jaclyn Nelson,85
Safe Superintelligence,Jacob Peters,85
Safe Superintelligence,Jaffray Woodriff,85
Safe Superintelligence,Jai Malik,85
Safe Superintelligence,Jake Kaldenbaugh,85
Safe Superintelligence,James Green,85
Safe Superintelligence,Jason Cohen,85
Safe Superintelligence,Jason Hirschhorn,85
Safe Superintelligence,Jason Radisson,85
Safe Superintelligence,Javier Olivan,85
Safe Superintelligence,Jean Donato,85
Safe Superintelligence,Jed Lenzner,85
Safe Superintelligence,Jed McCaleb,85
Safe Superintelligence,Jeff Arnold,85
Safe Superintelligence,Jeff Margolis,85
Safe Superintelligence,Jeff Xiong,85
Safe Superintelligence,Jefferies,85
Safe Superintelligence,Jeremie Bacon,85
Safe Superintelligence,Jeremy Yap,85
Safe Superintelligence,Jeri Eagan,85
Safe Superintelligence,Jesse Lipson,85
Safe Superintelligence,Jessica Peltz,85
Safe Superintelligence,Jett McCandless,85
Safe Superintelligence,Joe Thomas,85
Safe Superintelligence,Joe Tsai,85
Safe Superintelligence,Joe White,85
Safe Superintelligence,John Collison,85
Safe Superintelligence,John Engates,85
Safe Superintelligence,John Ham,85
Safe Superintelligence,John Pestana,85
Safe Superintelligence,John Riccitiello,85
Safe Superintelligence,John Smothers,85
Safe Superintelligence,John Spiers,85
Safe Superintelligence,Johnny Boufarhat,85
Safe Superintelligence,Jon Broscious,85
Safe Superintelligence,Jon Dishotsky,85
Safe Superintelligence,Jon Ferrara,85
Safe Superintelligence,Jon Peterson,85
Safe Superintelligence,Jon Runyan,85
Safe Superintelligence,Jonah Goodhart,85
Safe Superintelligence,Jonas Dhaenens,85
Safe Superintelligence,Jonas Rieke,85
Safe Superintelligence,Jonathan Abrams,85
Safe Superintelligence,Jonathan Benhamou,85
Safe Superintelligence,Jonathan Coon,85
Safe Superintelligence,Jonathan Dantes,85
Safe Superintelligence,Jonathan Lewy,85
Safe Superintelligence,Jonathan Murray,85
Safe Superintelligence,Jonathan Swanson,85
Safe Superintelligence,Jonathan Tang,85
Safe Superintelligence,Jose Cayasso,85
Safe Superintelligence,Josh Berns,85
Safe Superintelligence,Josh Ferguson,85
Safe Superintelligence,Joshua Schachter,85
Safe Superintelligence,JP Bray,85
Safe Superintelligence,Jude Gomila,85
Safe Superintelligence,Julie Lein,85
Safe Superintelligence,Julien Codorniou,85
Safe Superintelligence,Julien Quintard,85
Safe Superintelligence,Justin Cooke,85
Safe Superintelligence,Justin Olshavsky,85
Safe Superintelligence,"Kae Capital
",85
Safe Superintelligence,Kaitlyn Doyle,85
Safe Superintelligence,"Kalyan Krishnamurthy
",85
Safe Superintelligence,"Kanwaljit Singh
",85
Safe Superintelligence,"Karan Bhagat
",85
Safe Superintelligence,"Karthik Bhat
",85
Safe Superintelligence,Kathryn Minshew,85
Safe Superintelligence,Katie Stanton,85
Safe Superintelligence,Keith Bender,85
Safe Superintelligence,Kevin Colleran,85
Safe Superintelligence,Kevin Liu,85
Safe Superintelligence,Kevin Maccauley,85
Safe Superintelligence,Kevin Scott,85
Safe Superintelligence,Kevin Weatherman,85
Safe Superintelligence,"Kishore Kumar Ganji
",85
Safe Superintelligence,Koda Wang,85
Safe Superintelligence,Konstantin Sidorov,85
Safe Superintelligence,"Kris Gopalakrishnan
",85
Safe Superintelligence,Kris Riise,85
Safe Superintelligence,Krishna Kumar,85
Safe Superintelligence,Krista A. Worzalla,85
Safe Superintelligence,"Kumar Aakash
",85
Safe Superintelligence,"Kunal Khattar
",85
Safe Superintelligence,"Kunal Shah
",85
Safe Superintelligence,Kurt Bilafer,85
Safe Superintelligence,Kushal Jayesh Khandwala,85
Safe Superintelligence,Kyle Lui,85
Safe Superintelligence,Kyle Widrick,85
Safe Superintelligence,Lacey Johnson,85
Safe Superintelligence,Laconia,85
Safe Superintelligence,Lainy Painter Singh,85
Safe Superintelligence,Lan Xuezhao,85
Safe Superintelligence,Laurent Ritter,85
Safe Superintelligence,Lawrence Ansah-Addo,85
Safe Superintelligence,Le Zhang,85
Safe Superintelligence,Lee Hudson,85
Safe Superintelligence,Lee Jacobs,85
Safe Superintelligence,Leo Polovets,85
Safe Superintelligence,Leslie Stretch,85
Safe Superintelligence,Lex Zhao,85
Safe Superintelligence,Lightship Capital,85
Safe Superintelligence,Lightspeed,85
Safe Superintelligence,Longley Capital,85
Safe Superintelligence,Louis Jonckheere,85
Safe Superintelligence,Lovrenc Kessler,85
Safe Superintelligence,Ludvig Linge,85
Safe Superintelligence,Mahdi Shariff,85
Safe Superintelligence,Make Studios,85
Safe Superintelligence,Make Studios,85
Safe Superintelligence,Make Studios,85
Safe Superintelligence,Mallun Yen,85
Safe Superintelligence,Manan Mehta,85
Safe Superintelligence,Manik Gupta,85
Safe Superintelligence,Manish Gupta,85
Safe Superintelligence,"Manish Gupta
",85
Safe Superintelligence,"Manish Kheterpal
",85
Safe Superintelligence,"Manish Vij
",85
Safe Superintelligence,Manny Fernandez,85
Safe Superintelligence,Manoj Ganapathy,85
Safe Superintelligence,Mar Hershenson,85
Safe Superintelligence,Marc McCabe,85
Safe Superintelligence,Marc-Henri Magdelenat,85
Safe Superintelligence,Marcel Hollerbach,85
Safe Superintelligence,Marcus Borner,85
Safe Superintelligence,Marcus Exall,85
Safe Superintelligence,Mariam Naficy,85
Safe Superintelligence,Mario Mitchell,85
Safe Superintelligence,Marissa Mayer,85
Safe Superintelligence,Mark Ghermezian,85
Safe Superintelligence,Mark Williamson,85
Safe Superintelligence,Martin Dall,85
Safe Superintelligence,Martin Rubi,85
Safe Superintelligence,Martin Tajur,85
Safe Superintelligence,Marty Weiner,85
Safe Superintelligence,"Marwari Catalysts
",85
Safe Superintelligence,Mason Ng,85
Safe Superintelligence,"Matrix
",85
Safe Superintelligence,Matt Brezina,85
Safe Superintelligence,Matt Hagger,85
Safe Superintelligence,Matt Hayes,85
Safe Superintelligence,Matt Heiman,85
Safe Superintelligence,Matt Isaacs,85
Safe Superintelligence,Matt Macinnis,85
Safe Superintelligence,Matt Motsick,85
Safe Superintelligence,Matteo Gamba,85
Safe Superintelligence,"Mayfield
",85
Safe Superintelligence,Megan Ananian,85
Safe Superintelligence,"Mekin Maheshwari
",85
Safe Superintelligence,Mendy Yang,85
Safe Superintelligence,Michael Cardamone,85
Safe Superintelligence,Michael Dornbrook,85
Safe Superintelligence,Michael Egziabher,85
Safe Superintelligence,Michael Ma,85
Safe Superintelligence,Michael Whitfield,85
Safe Superintelligence,Michael Yang,85
Safe Superintelligence,Mikko Lintunen,85
Safe Superintelligence,Milun Tesovic,85
Safe Superintelligence,Mitra Lohrasbpour,85
Safe Superintelligence,Mo Islam,85
Safe Superintelligence,Morgan Livermore,85
Safe Superintelligence,Morten Primdahl,85
Safe Superintelligence,Mubarak Muyika,85
Safe Superintelligence,Mudasar Mustafa,85
Safe Superintelligence,Musaab Hakami,85
Safe Superintelligence,Mustafa Suleyman,85
Safe Superintelligence,Nakul Mandan,85
Safe Superintelligence,"Namita Thapar
",85
Safe Superintelligence,"Nandini Mansinghka
",85
Safe Superintelligence,"Naveen Tewari
",85
Safe Superintelligence,Neal Rapoport,85
Safe Superintelligence,Neil Young,85
Safe Superintelligence,Nick Ganju,85
Safe Superintelligence,Nick Pappageorge,85
Safe Superintelligence,Nick Raushenbush,85
Safe Superintelligence,Nicolas Mas,85
Safe Superintelligence,Nicole Williams Ruiz,85
Safe Superintelligence,Niels Doerje,85
Safe Superintelligence,"Nikhil Bhandarkar
",85
Safe Superintelligence,"Nimesh Kampani
",85
Safe Superintelligence,Nimi Katragadda,85
Safe Superintelligence,Nina Suri,85
Safe Superintelligence,"Nishant Rao
",85
Safe Superintelligence,"Norwest
",85
Safe Superintelligence,Nuno Job,85
Safe Superintelligence,Octave Fund,85
Safe Superintelligence,Olivier Mathiot,85
Safe Superintelligence,"Omidyar Network
",85
Safe Superintelligence,"Orios VP
",85
Safe Superintelligence,Oxford Angel Fund,85
Safe Superintelligence,Parasvil Patel,85
Safe Superintelligence,Parker Conrad,85
Safe Superintelligence,Parul Singh,85
Safe Superintelligence,Pathbreaker Ventures,85
Safe Superintelligence,Patrick Harmon,85
Safe Superintelligence,"Patrick Mathieson
",85
Safe Superintelligence,"Patrick Salyer
",85
Safe Superintelligence,"Pejman Nozad
",85
Safe Superintelligence,Peter Bencivenga,85
Safe Superintelligence,Peter Caswell,85
Safe Superintelligence,Peter Gassner,85
Safe Superintelligence,"Peter Livingston
",85
Safe Superintelligence,Peter Minne,85
Safe Superintelligence,"Pi Ventures
",85
Safe Superintelligence,Pieterjan Bouten,85
Safe Superintelligence,"Pras Hanuma
",85
Safe Superintelligence,"Prateek Kumar Bhowmick
",85
Safe Superintelligence,"Priyank Shah
",85
Safe Superintelligence,Punch Capital,85
Safe Superintelligence,"Rachel Star
",85
Safe Superintelligence,"Radhika Agarwal Ghai
",85
Safe Superintelligence,Raghu Raghavan,85
Safe Superintelligence,"Raghunandan G
",85
Safe Superintelligence,Ragnar Sass,85
Safe Superintelligence,Rahul Garg,85
Safe Superintelligence,"Rahul Maroli
",85
Safe Superintelligence,"Rahul Prakash
",85
Safe Superintelligence,"Rajan Anandan
",85
Safe Superintelligence,"Rajesh Mane
",85
Safe Superintelligence,Rakesh Loonkar,85
Safe Superintelligence,Rakesh Mathur,85
Safe Superintelligence,"Ramakant Sharma
",85
Safe Superintelligence,Rand Hindi,85
Safe Superintelligence,Ratmir Timashev,85
Safe Superintelligence,"Ravi Gururaj
",85
Safe Superintelligence,Ravi Trivedi,85
Safe Superintelligence,Rebel One,85
Safe Superintelligence,Rebel One,85
Safe Superintelligence,Redbud,85
Safe Superintelligence,"Renu Satti
",85
Safe Superintelligence,"Revant Bhate
",85
Safe Superintelligence,"Rich Maloy
",85
Safe Superintelligence,"Richard Dulude
",85
Safe Superintelligence,Richard Goodall,85
Safe Superintelligence,Richard Tipper,85
Safe Superintelligence,"Rico Mallozzi
",85
Safe Superintelligence,"Rishabh Mariwala
",85
Safe Superintelligence,RiverPark Ventures,85
Safe Superintelligence,Robert Gentz,85
Safe Superintelligence,Robert Gryn,85
Safe Superintelligence,Robert Johnston,85
Safe Superintelligence,"Roberto Sanabria
",85
Safe Superintelligence,Robin Knox,85
Safe Superintelligence,Roger Bamford,85
Safe Superintelligence,Rohan Monga,85
Safe Superintelligence,"Rohit Chanana
",85
Safe Superintelligence,"Rohit Kumar Bansal
",85
Safe Superintelligence,"Rohit Raj
",85
Safe Superintelligence,Roi Tiger,85
Safe Superintelligence,Roman Saini,85
Safe Superintelligence,Ron Rubbico,85
Safe Superintelligence,Ronan Harris,85
Safe Superintelligence,RTP Global,85
Safe Superintelligence,"RTP Global
",85
Safe Superintelligence,Rubin Ritter,85
Safe Superintelligence,Rukam Capital,85
Safe Superintelligence,Ryan Chan,85
Safe Superintelligence,Ryan Hubbard,85
Safe Superintelligence,"Saar Gur
",85
Safe Superintelligence,"Sachin Bhatia
",85
Safe Superintelligence,"Sahil Lavingia
",85
Safe Superintelligence,"SAIF/Elevation
",85
Safe Superintelligence,Sam Hodges,85
Safe Superintelligence,Sam Osman,85
Safe Superintelligence,"Sameer Brij Verma
",85
Safe Superintelligence,"Sameer Mehta
",85
Safe Superintelligence,Sameer Nigam,85
Safe Superintelligence,"Samit Kalra
",85
Safe Superintelligence,Sampo Parkkinen,85
Safe Superintelligence,"Sandeep Singhal
",85
Safe Superintelligence,"Sandeep Tandon
",85
Safe Superintelligence,Sanjay Chadda,85
Safe Superintelligence,"Sanjay Mehta
",85
Safe Superintelligence,Sarah Friar,85
Safe Superintelligence,Saran Chari,85
Safe Superintelligence,"Satya Patel
",85
Safe Superintelligence,"Saurabh Garg
",85
Safe Superintelligence,"Sayli Karanjkar
",85
Safe Superintelligence,Scott Cohen,85
Safe Superintelligence,Scott Dietzen,85
Safe Superintelligence,Scott Heimes,85
Safe Superintelligence,"Seema Amble
",85
Safe Superintelligence,"Sequoia/Surge (India)
",85
Safe Superintelligence,Sergio Mottola,85
Safe Superintelligence,"Severin Hacker
",85
Safe Superintelligence,Shan-Lyn ,85
Safe Superintelligence,Shelby Bonnie,85
Safe Superintelligence,Simon Borrero,85
Safe Superintelligence,Sinarmas Technology,85
Safe Superintelligence,"Siqi Chen
",85
Safe Superintelligence,"Sixth sense ventures
",85
Safe Superintelligence,"Sorabh Agarwal
",85
Safe Superintelligence,SpringTime Ventures,85
Safe Superintelligence,Startup Sherpas,85
Safe Superintelligence,Stefan Peukert,85
Safe Superintelligence,Stefan Rothlehner,85
Safe Superintelligence,"Stephanie Zhan
",85
Safe Superintelligence,Stephen Blum,85
Safe Superintelligence,"Stephen Schmalhofer
",85
Safe Superintelligence,Steve Goodman,85
Safe Superintelligence,Steve Huffman,85
Safe Superintelligence,"Steven Lee
",85
Safe Superintelligence,Strange Ventures,85
Safe Superintelligence,"Stu Smith
",85
Safe Superintelligence,"SucSEED ventures
",85
Safe Superintelligence,"Susan Liu
",85
Safe Superintelligence,Svetozar Georgiev,85
Safe Superintelligence,Sway Ventures,85
Safe Superintelligence,"Sweta Rau
",85
Safe Superintelligence,"T.V. Mohandas Pai
",85
Safe Superintelligence,Tatiana Jama,85
Safe Superintelligence,Taylor Cavanah,85
Safe Superintelligence,"Teddy Blank
",85
Safe Superintelligence,TenOneTen Ventures,85
Safe Superintelligence,"Terrence Rohan
",85
Safe Superintelligence,Thanos Triant,85
Safe Superintelligence,"Thomas Chen
",85
Safe Superintelligence,Thomas Madsen-Mygdal,85
Safe Superintelligence,"Tiffany Luck
",85
Safe Superintelligence,Tim Beck,85
Safe Superintelligence,"Tim Griffin
",85
Safe Superintelligence,Tim Ranzetta,85
Safe Superintelligence,"Tod Sacerdoti
",85
Safe Superintelligence,Todd Davis,85
Safe Superintelligence,"Together
",85
Safe Superintelligence,Tom Chavez,85
Safe Superintelligence,"Tomorrow Capital
",85
Safe Superintelligence,Tony Jamous,85
Safe Superintelligence,Torben Schreiter,85
Safe Superintelligence,Traci Dolan,85
Safe Superintelligence,Trend Forward Capital,85
Safe Superintelligence,Trent Gegax,85
Safe Superintelligence,Tyche Patners,85
Safe Superintelligence,"Umang Kumar
",85
Safe Superintelligence,"Unitus
",85
Safe Superintelligence,"Vaibhav Domkundwar
",85
Safe Superintelligence,"Veda VC
",85
Safe Superintelligence,"Venture Catalysts
",85
Safe Superintelligence,"Venture HIghway
",85
Safe Superintelligence,Venture South,85
Safe Superintelligence,"Vidit Aatrey
",85
Safe Superintelligence,"Vikrant Varshney
",85
Safe Superintelligence,"Vinay Bansal
",85
Safe Superintelligence,Vinay Hiremath,85
Safe Superintelligence,Vinay Patankar,85
Safe Superintelligence,"Vivien Ho
",85
Safe Superintelligence,Vladimir Novakovski,85
Safe Superintelligence,"Wayne Chang
",85
Safe Superintelligence,White Rhino Ventures,85
Safe Superintelligence,"William Leonard
",85
Safe Superintelligence,"Yehong Zhu
",85
Safe Superintelligence,"Yigit Ihlamur
",85
Safe Superintelligence,"Yotis Tonnelier
",85
Safe Superintelligence,"Youcef Oudjidane
",85
Safe Superintelligence,"Yuri Sagalov
",85
Safe Superintelligence,Zak Islam,85
Safe Superintelligence,Zane Lackey,85
Safe Superintelligence,d.ventures,80
Safe Superintelligence,BADideas.fund,78
Safe Superintelligence,Convrtx,78
Safe Superintelligence,MARC Group,78
Safe Superintelligence,"Ankit Mehrotra
",78
Safe Superintelligence,"Ankur Nagpal
",78
Safe Superintelligence,Beth Turner,78
Safe Superintelligence,"Dilip Khandelwal
",78
Safe Superintelligence,Jenieri Cyrus,78
Safe Superintelligence,"Maninder Gulati
",78
Safe Superintelligence,"Ravi Grover
",78
Safe Superintelligence,"Richard Jhang
",78
Safe Superintelligence,"Tripp Jones
",78
Safe Superintelligence,"Varun Alagh
",78
Safe Superintelligence,1 4 All Group,75
Safe Superintelligence,10K Ventures,75
Safe Superintelligence,11 Tribes Ventures,75
Safe Superintelligence,1337 Ventures,75
Safe Superintelligence,13o3,75
Safe Superintelligence,1Stock Venture Capital Fund,75
Safe Superintelligence,27V (Twenty Seven Ventures),75
Safe Superintelligence,4impact,75
Safe Superintelligence,645 Ventures,75
Safe Superintelligence,A2D Ventures,75
Safe Superintelligence,Abdelmuhaimen Madi,75
Safe Superintelligence,Act Venture Partners,75
Safe Superintelligence,Acton Capital,75
Safe Superintelligence,Adam Morand,75
Safe Superintelligence,Alecla7,75
Safe Superintelligence,Aletra Capital Partners,75
Safe Superintelligence,ALIAVIA Ventures,75
Safe Superintelligence,All Blue Capital,75
Safe Superintelligence,Allianz Life Ventures,75
Safe Superintelligence,Alpha Future Funds,75
Safe Superintelligence,Alsace Business Angels,75
Safe Superintelligence,Alven,75
Safe Superintelligence,Amdocs Ventures,75
Safe Superintelligence,"American Prudential Capital, inc.",75
Safe Superintelligence,Angel Invest,75
Safe Superintelligence,AngelHub,75
Safe Superintelligence,ArK Kapital,75
Safe Superintelligence,Arrebol Capital,75
Safe Superintelligence,Artesian,75
Safe Superintelligence,Artichoke Capital,75
Safe Superintelligence,Asif Ventures,75
Safe Superintelligence,Astella Investimentos,75
Safe Superintelligence,Aston Capital,75
Safe Superintelligence,Atento Capital,75
Safe Superintelligence,Atlantic Labs,75
Safe Superintelligence,Atomico,75
Safe Superintelligence,Avesta Fund,75
Safe Superintelligence,AVP AXA Venture Partners,75
Safe Superintelligence,AWS Gründerfonds,75
Safe Superintelligence,BackBone Ventures,75
Safe Superintelligence,Backed VC,75
Safe Superintelligence,Baloise Mobility,75
Safe Superintelligence,Banana Capital,75
Safe Superintelligence,Bankinter VC,75
Safe Superintelligence,BBG Ventures,75
Safe Superintelligence,BDev Ventures,75
Safe Superintelligence,Beacon Capital (UK),75
Safe Superintelligence,Better Ventures,75
Safe Superintelligence,BFG Blockchain Founders Group,75
Safe Superintelligence,Big Sky Capital,75
Safe Superintelligence,BlackFin Tech,75
Safe Superintelligence,Blackhorn Ventures,75
Safe Superintelligence,BlackTech Capital ,75
Safe Superintelligence,Blockrocket,75
Safe Superintelligence,Blue Wire Capital,75
Safe Superintelligence,Blueberry Muffin,75
Safe Superintelligence,Bluesky Equities,75
Safe Superintelligence,Boot Ventures,75
Safe Superintelligence,Bpifrance ,75
Safe Superintelligence,Brandenburg Kapital,75
Safe Superintelligence,Brinc,75
Safe Superintelligence,Bullish,75
Safe Superintelligence,ByFounders,75
Safe Superintelligence,C2 Capital,75
Safe Superintelligence,C4 Ventures,75
Safe Superintelligence,Caixa Capital Risc,75
Safe Superintelligence,Campus Fund,75
Safe Superintelligence,Capgemini Ventures,75
Safe Superintelligence,Capital Energy Quantum,75
Safe Superintelligence,Capital Nature,75
Safe Superintelligence,Capnamic,75
Safe Superintelligence,Carbono3 Ventures,75
Safe Superintelligence,Cathay AfricInvest Innovation,75
Safe Superintelligence,Cavalry Ventures,75
Safe Superintelligence,CDVCA ,75
Safe Superintelligence,Cell Capital,75
Safe Superintelligence,Chandler Koglmeier,75
Safe Superintelligence,Change Ventures,75
Safe Superintelligence,Chasing Rainbows,75
Safe Superintelligence,Cherry Ventures,75
Safe Superintelligence,Chicago Ventures,75
Safe Superintelligence,Citizen Capital,75
Safe Superintelligence,Club degli Investitori,75
Safe Superintelligence,Cocoon Capital,75
Safe Superintelligence,CofounderZone,75
Safe Superintelligence,COINsiglieri,75
Safe Superintelligence,Colaborativo,75
Safe Superintelligence,Colle Capital Partners,75
Safe Superintelligence,Collider Ventures,75
Safe Superintelligence,Colopl Next,75
Safe Superintelligence,CommerzVentures,75
Safe Superintelligence,Companisto Investor Network,75
Safe Superintelligence,Concentric,75
Safe Superintelligence,Convexity Ventures,75
Safe Superintelligence,Convivialité Ventures,75
Safe Superintelligence,Counter Culture Ventures,75
Safe Superintelligence,Courtside Ventures,75
Safe Superintelligence,Creative Thinking Ventures,75
Safe Superintelligence,Crédit Mutuel Innovation,75
Safe Superintelligence,Credo Ventures ,75
Safe Superintelligence,Cubit Ventures,75
Safe Superintelligence,Cusp Capital,75
Safe Superintelligence,Daba Finance,75
Safe Superintelligence,Day One Capital,75
Safe Superintelligence,DB1 Ventures,75
Safe Superintelligence,De Eik,75
Safe Superintelligence,Decade Ventures,75
Safe Superintelligence,Demium Capital,75
Safe Superintelligence,Deosai Ventures,75
Safe Superintelligence,Deutsche Telekom Hubraum Fund,75
Safe Superintelligence,DH Ventures (Delivery Hero Ventures),75
Safe Superintelligence,Domo Invest,75
Safe Superintelligence,Drew O Sullivan,75
Safe Superintelligence,Drive Capital,75
Safe Superintelligence,dRx Capital,75
Safe Superintelligence,Dutch Founders Fund,75
Safe Superintelligence,e.ventures,75
Safe Superintelligence,E12 Ventures,75
Safe Superintelligence,Early Capital Group,75
Safe Superintelligence,Elev8 VC,75
Safe Superintelligence,Endurance Companies,75
Safe Superintelligence,Enjoy Venture,75
Safe Superintelligence,Epic Ventures,75
Safe Superintelligence,Ethias Ventures,75
Safe Superintelligence,EU Incubator Hive,75
Safe Superintelligence,Eurotechnology Japan KK,75
Safe Superintelligence,Evio.vc,75
Safe Superintelligence,EWOR,75
Safe Superintelligence,Exponential Impact,75
Safe Superintelligence,Factor[e] Ventures,75
Safe Superintelligence,First Check Ventures,75
Safe Superintelligence,First Momentum Ventures,75
Safe Superintelligence,First Wellington Securities Inc.   ,75
Safe Superintelligence,FJ Labs,75
Safe Superintelligence,Flashpoint,75
Safe Superintelligence,Flint Capital,75
Safe Superintelligence,Florida Funders,75
Safe Superintelligence,Flucas Ventures,75
Safe Superintelligence,Forerunner Ventures,75
Safe Superintelligence,Founder Institute,75
Safe Superintelligence,FounderPartners,75
Safe Superintelligence,Frontierspace Ventures,75
Safe Superintelligence,Frontline Ventures,75
Safe Superintelligence,Frumtak Ventures,75
Safe Superintelligence,Fulcrum Equity Partners,75
Safe Superintelligence,FundingBox Deep Tech Fund,75
Safe Superintelligence,Future Wrk Ventures,75
Safe Superintelligence,Galicia Ventures,75
Safe Superintelligence,Garden District Ventures,75
Safe Superintelligence,Genting Ventures,75
Safe Superintelligence,Geometry Venture Development,75
Safe Superintelligence,Georgian,75
Safe Superintelligence,GMPVC German Media Pool,75
Safe Superintelligence,Great Eagle Holdings,75
Safe Superintelligence,Grishin Robotics,75
Safe Superintelligence,Gumi Cryptos Capital,75
Safe Superintelligence,Halogen Ventures,75
Safe Superintelligence,Harlem Capital,75
Safe Superintelligence,Harvard Business School Angels Chicago,75
Safe Superintelligence,Heal Capital,75
Safe Superintelligence,Hellens Rock Capital,75
Safe Superintelligence,HenQ Capital Partners,75
Safe Superintelligence,Hibernia Private,75
Safe Superintelligence,High Street Equity Partners,75
